2019-07-26,AAPL,68.9286528994346,61.150930505268356
2019-07-29,AAPL,69.75474474336924,62.04618781658098
2019-07-30,AAPL,70.55700503039168,62.94604952273158
2019-07-31,AAPL,71.34362282972118,63.847290337577725
2019-08-01,AAPL,72.14324205680619,64.74929673896986
2019-08-02,AAPL,72.89921569487736,65.6466885655699
2019-08-05,AAPL,73.5164084406994,66.52808160270448
2019-08-06,AAPL,74.02409128103429,67.38462420005953
2019-08-07,AAPL,74.41774302568417,68.206259583351
2019-08-08,AAPL,74.72815711370414,68.98825289959048
2019-08-09,AAPL,74.94634564716654,69.72602100377628
2019-08-12,AAPL,75.0951900729579,70.4180242794563
2019-08-13,AAPL,75.18840612252149,71.0622196207475
2019-08-14,AAPL,75.23106598612688,71.65837389333304
2019-08-15,AAPL,75.13338733773033,72.19700800475114
2019-08-16,AAPL,74.93034281124883,72.67399805289352
2019-08-19,AAPL,74.64686180612355,73.087074238836
2019-08-20,AAPL,74.29335874224806,73.43210231343588
2019-08-21,AAPL,73.89816830729148,73.70818650276127
2019-08-22,AAPL,73.44156548745687,73.91300987743278
2019-08-23,AAPL,72.88789139769978,74.04250356450547
2019-08-26,AAPL,72.2703177091602,74.09398661336319
2019-08-27,AAPL,71.6020952001557,74.06392289910484
2019-08-28,AAPL,70.95299058982341,73.95579928215739
2019-08-29,AAPL,70.48644402482907,73.78746792572015
2019-08-30,AAPL,70.14664084174565,73.57205401242634
2019-09-03,AAPL,69.90101959247528,73.32112493280361
2019-09-04,AAPL,69.73049745090546,73.04347717375926
2019-09-05,AAPL,69.684469068833,72.75115069718517
2019-09-06,AAPL,69.76122648838243,72.45481938693098
2019-09-09,AAPL,69.87927094781531,72.15986743278063
2019-09-10,AAPL,70.1068715646465,71.87518996492061
2019-09-11,AAPL,70.51547015116243,71.61863901011128
2019-09-12,AAPL,71.04105651268111,71.40256754907973
2019-09-13,AAPL,71.61210210337339,71.23396978781585
2019-09-16,AAPL,72.22350062722262,71.11897767031444
2019-09-17,AAPL,72.85704117934526,71.06113727431742
2019-09-18,AAPL,73.53957034726199,71.06658198875103
2019-09-19,AAPL,74.373596658173,71.14912116988843
2019-09-20,AAPL,75.28929251379724,71.31684199236827
2019-09-23,AAPL,76.29240173445484,71.57741457760712
2019-09-24,AAPL,77.3340220670934,71.93191632634434
2019-09-25,AAPL,78.32602271124634,72.36744847558974
2019-09-26,AAPL,79.28750511303093,72.87527426843891
2019-09-27,AAPL,80.2616323528846,73.45086386623944
2019-09-30,AAPL,81.2610690433397,74.09145117693022
2019-10-01,AAPL,82.21580448982587,74.7876364780965
2019-10-02,AAPL,83.09301455002037,75.5282913704097
2019-10-03,AAPL,83.94289212841079,76.30960365822058
2019-10-04,AAPL,84.73027436997945,77.12201492518352
2019-10-07,AAPL,85.38563097920034,77.94813497118562
2019-10-08,AAPL,85.95917308959233,78.77691922545847
2019-10-09,AAPL,86.53547219615382,79.60599534172405
2019-10-10,AAPL,87.11515355409335,80.43330939321687
2019-10-11,AAPL,87.69799647623037,81.2578069097105
2019-10-14,AAPL,88.25490997164876,82.07532577773196
2019-10-15,AAPL,88.74322660281393,82.87363855243424
2019-10-16,AAPL,89.21503825111286,83.64729109339622
2019-10-17,AAPL,89.64916120273944,84.38933328607871
2019-10-18,AAPL,90.07259529343891,85.09703179865345
2019-10-21,AAPL,90.4777076209915,85.7721254047504
2019-10-22,AAPL,90.8650018150536,86.41531966597388
2019-10-23,AAPL,91.24085031038933,87.02527621916859
2019-10-24,AAPL,91.56291157476122,87.59760080424756
2019-10-25,AAPL,91.87392149235117,88.13416285994342
2019-10-28,AAPL,92.23349562952099,88.64196736436013
2019-10-29,AAPL,92.59353142520735,89.12255843640438
2019-10-30,AAPL,92.90321221525375,89.57661053891962
2019-10-31,AAPL,93.2365501497598,90.0127727150618
2019-11-01,AAPL,93.6082653101192,90.43772228286885
2019-11-04,AAPL,93.96617076890492,90.85053887024391
2019-11-05,AAPL,94.28684173396101,91.24896599134767
2019-11-06,AAPL,94.58558695246552,91.63160990669407
2019-11-07,AAPL,94.88455828787558,91.99992370204001
2019-11-08,AAPL,95.18313851484844,92.35769658604193
2019-11-11,AAPL,95.4770873573908,92.70558820305736
2019-11-12,AAPL,95.7618441497524,93.04518170011364
2019-11-13,AAPL,96.01943218585816,93.37556152747027
2019-11-14,AAPL,96.24367587642718,93.6958930972167
2019-11-15,AAPL,96.45858338740564,94.00664762901403
2019-11-18,AAPL,96.63105477933922,94.30610343284458
2019-11-19,AAPL,96.79737044247662,94.5969067032732
2019-11-20,AAPL,96.92637854107733,94.87759876153578
2019-11-21,AAPL,96.98373345629722,95.14150086302334
2019-11-22,AAPL,97.04597269038601,95.38885871108883
2019-11-25,AAPL,97.16517173890132,95.62563424018035
2019-11-26,AAPL,97.26503029277052,95.84943869256983
2019-11-27,AAPL,97.33669714544226,96.05657379453223
2019-11-29,AAPL,97.39360222838206,96.24698665339207
2019-12-02,AAPL,97.44200258406248,96.42227336728659
2019-12-03,AAPL,97.45645539301141,96.58176605842804
2019-12-04,AAPL,97.44049561558691,96.72376257663421
2019-12-05,AAPL,97.40088150492834,96.84697052052755
2019-12-06,AAPL,97.34034678920341,96.95048493340602
2019-12-09,AAPL,97.2526609336728,97.03330808806828
2019-12-10,AAPL,97.14660839663037,97.09592898866673
2019-12-11,AAPL,97.05546056885969,97.14102813824631
2019-12-12,AAPL,96.94691548574578,97.16815769926521
2019-12-13,AAPL,96.84017373870734,97.17977541923011
2019-12-16,AAPL,96.73697258149276,97.17641998250878
